,Unnamed: 0,Unnamed: 0.1,_merge,anios_de_experiencia,cambio_de_residencia,cantidad_de_vacantes,date,departamento,descripcion,disponibilidad_viajes,edad,educacion_minima,empresa,fecha_online,idiomas,jornada,licencia_conducir,localidad,puesto,rama_de_actividad,salario,sexo,tamanio_empresa,tipo_de_contrato,url_oferta
25,25,25.0,,2.0, No,,2/17/2020,,"Somos una empresa innovadora y certificada como una de las mejores para trabajar, esta es tu oportunidad para integrate con nosotros!, unete a nuestra gran familia como:ANALISTA DE CRMRequisitos:	Escolaridad: Licenciatura en Mercadotecnia o Administracion.	Experiencia en gestion de CRM.	Conocimiento en Base de datos.Actividades a realizar:	Administrar las bases de prospeccion y gestionar el Pipeline de Marketing, determinado la tasa de conversion en cada fase del mismo. 	Gestionar la adquisicion de leads en coordinacion con Mercadotecnia, con la finalidad de buscar nuevos prospectos para el area comercial.	Proporcionar  soporte a los usuarios del CRM con la actualizacion, creacion y modificacion de datos en la herramienta, para contar con una mejor gestion de la informacion.Habilidades y Aptitudes:	Responsabilidad	Autogestion	Capacidad de negociacion y comunicacion	DinamismoOfrecemos:	Sueldo $10,000.00 Brutos.Prestaciones de Ley y superiores:	Fondo de ahorro 	Vales de despensa 	Vales para restaurante	Seguro de gastos medicos mayores y seguro de vida.	Beneficios por parte de la empresa.	Horario de Lunes a viernes de 9-6 pm en Polanco.Si cubres al 100% con el perfil postulate por este medio o manda tu CV al correo mencionado al principio de esta publicacion.Esta empresa cuenta con un proceso de reclutamiento y seleccion, inclusivo y libre de discriminacion.  Otorga las mismas oportunidades de empleo a las personas candidatas, sin importar: raza, color, religion, genero, orientacion sexual, estado civil o conyugal, nacionalidad, discapacidad, o cualquier otra situacion protegida por las leyes federales, estatales y localesEl proceso de contratacion, permanencia y ascenso dentro de la empresa no solicita, ni requiere, certificados medicos de no embarazo y/o pruebas de VIH.", No, entre 20 y 30 anos, Educacion superior - Licenciatura,,14 febrero, Ingles ,Contrato por tiempo indeterminado,,Ciudad de México DF,cajero vendedor para laborar por suburbano cuautitlan  - tener disponibilidad de horario,,"$ 10.000,00 (Mensual)",,,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-crm-con-experiencia-en-gestion-de-crm-en-miguel-hidalgo-3B07D59B4BA74D0861373E686DCF3405
26,26,26.0,,2.0, No,,2/17/2020,,Sexo indistintoEdad de 29 a 40 anosMedico con Subespecialidad en Biologia de la Reproduccion Humana o Ginecologia y Obstetricia con conocimiento en Reproduccion Humana o interes de adquirir conocimientos en el area. Horario en Ciudad de Monterrey de lunes a viernes a de 8am a 4pm o de 11-7pm. Sabados de 8am a 3pm. Tener titulo y cedula profesional. Tener certificado y cedula de especialidad. Tener consejo medico vigente de especialidad. Responsable. Actitud de servicio.Puntualidad. Trabajo en equipo. Resolutivo. Capacidad de dar seguimiento a pacientes. Capacidad de liderazgo., No,, Educacion superior - Especialidad,CITMER,14 febrero,,Contrato por tiempo indeterminado,,Nuevo León,Ejecutivo de Siniestros / Seguros  - Interlomas,Salud / Medicina,,,1-10 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-medico-especialista-en-medicina-reproductiva-en-monterrey-DCB504767DC8194B61373E686DCF3405
27,27,27.0,,2.0, No,,2/17/2020,,"Solicitamos Representantes Comerciales Corporativos 100% en Oficina / 5 Horas Excelente presentacionBUSCAMOS:+Excelente Actitud de Servicio+Facilidad de Palabra+Presentacion Ejecutiva+Gusto por las Ventas+ Experiencia en Ventas (1 ano)+Licenciatura Concluida+Mayor a 24 anosOFRECEMOS:+Sueldo Base+Esquema de Comisiones mas alto del Mercado+Horarios Flexibles (5 horas)+Prestaciones de Ley+Prestaciones Superiores a la Ley+Capacitacion Pagada+Premios e Incentivos+Rifas de Autos Ultimo Modelo+Convenciones Nacionales e Internacionales+Premio a la Constancia+Pago Semanal y Puntual+Excelente Clima Laboral+Oportunidad de Crecimiento a Corto Plazo+Instalaciones de Primer Nivel+Sueldo base + Comisiones+Ingresos semanales Zona a Laborar: Torre Cuarzo/Reforma muy cerca del metro HidalgoSi te interesa la vacante y cubres el perfil, postulate por este medioo agenda entrevista laboral al 5528987314", No, entre 25 y 60 anos, Educacion superior - Licenciatura,GAYOSSO,13 febrero,,Contrato por tiempo indeterminado,,Ciudad de México DF,Ejecutivo de Prospección / Trabajo sólo de Oficina - Reforma / Medio Tiempo,Venta al consumidor,"$ 14.000,00 (Mensual)",,"Más de 1,000 trabajadores",Medio tiempo,/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-comercial-6hrs-diarias-cdmx-zona-sur--comisiones-semanales-prestaciones-superiores--en-iztapalapa-2E294ABAFD7CADF761373E686DCF3405
28,28,28.0,,, No,,2/17/2020,,"Armado de ropa quirurgica desechable. Produccion en linea.No importa que no tengas anos de experiencia, si tienes ganas de trabajar, mucha habilidad y quieres un trabajo en donde paguen puntual, completo y te den prestaciones de ley, unete a nuestro equipo de trabajo. Horario de lunes a viernes y sabado medio dia.", No, entre 20 y 40 anos, Educacion primaria,Eta,14 febrero,,Otro tipo de contrato,,Estado de México,Jefe de Ventas Cuauhtemoc Cdmx,Fabricación,,,1-10 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-costurera-deshebradora-turno-fijo-minima-experiencia-mucha-habilidad-en-toluca-D39C0B881E64B85761373E686DCF3405
29,29,29.0,,, No,,2/17/2020,,"ActividadesEstibar, desbarbar el producto que se requiere, armar corrugado, flejar y empleyar PalletsOfrecemos: TransporteValesBonos puntualidadBonos asistenciaComedorTransportePrestaciones de LeySeguro de vidaFondo de Ahorro.", No, A partir de 28 anos, Educacion primaria,Worken,13 febrero,,Contrato por tiempo indeterminado,,Jalisco,Capacitador/a Learning  - Pepsico,RRHH / Personal,,,201-500 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-pegado-carton-en-zapopan-B0858EA93DE1CD9A61373E686DCF3405
30,30,30.0,,1.0, No,,2/17/2020,,"Importante Banco solicita Analistas para Atencion a Clientes BilingueRequisitos:- Licenciatura (Trunca) en Administracion o afin  Experiencia en Llamadas con clientes o manejo de clientes en general  Dominio del idioma ingles para la atencion de clientes de habla extranjera  Funciones:Descripcion del puesto/ Actividades a realizar: Llamadas de confirmacion para verificacion de los procesos de back office. Ejecucion, Aprobacion o Cancelacion en los sistema y/o herramientas de Cargos BancariosOfrecemos:Salario mensual $13,750.00 Lunes a Viernes de 9.00 a 19.00 Prestaciones de ley + seguro de vidaZona de trabajo Barranca del muerto Interesados Enviar CV actualizado al correo antes mencionado Postulate en la pagina de Keywoks # de pedido 206145", No,, Educacion superior - Licenciatura,Adecco,12 febrero, Ingles ,Contrato por tiempo indeterminado,,Ciudad de México DF,Auxiliar de almacén - Culiacán ,RRHH / Personal,"$ 13.750,00 (Mensual)",,"501-1,000 trabajadores",Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-atencion-a-clientes-bilingue--barranca-del-muerto--en-alvaro-obregon-2CD10EE700B317CB61373E686DCF3405
31,31,31.0,,2.0, No,,2/17/2020,,"RequisitosIngenieria Industrial, Administracion o a finExperiencia de 2 anos en reclutamiento masivoSentido de urgenciaOrganizadoDisponibilidad de horarioLicencia de conducirActividades:Administrar, supervisar y coordinar el Proceso de Reclutamiento, pre-seleccion y contratacion de personal Operativo para diferentes plantas maquiladoras.Servicio y atencion a clientes.Cumplimiento de objetivos de contratacion.Trabajo bajo presion.Conocimientos:Ley federal del trabajoMicrosoft officeISO 9001:2015Fuentes de reclutamientoPlanes de trabajo", No, A partir de 25 anos, Educacion superior - Licenciatura,,15 febrero,,Contrato por tiempo indeterminado,,Sonora,Gerente de Boutique  - Puerto Cancún,,"$ 15.200,00 (Mensual)",,,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-encargado-reclutamiento-en-cajeme-70F1247198B7CB0761373E686DCF3405
32,32,32.0,,1.0, No,,2/17/2020,,"SOLICITAMOS ASESOR TELEFONICO (CALL CENTER) PARA TOTAL PLAY EN COL. NARVARTEREQUISITOS:Escolaridad: Preparatoria Trunca o Concluida Edad: 19 a 39 anos Sexo: IndistintoExperiencia de 8 meses en Call center (Atencion a clientes, retencion o cobranza de mora fresca) y en Ventas Manejo de PC Facilidad de palabraOFRECEMOS:Sueldo base de $3750 mensual (pago quincenal) + Comisiones NO TOPADAS (Aprox. $9,000)+ Prestaciones de Ley desde el primer dia.HORARIO DE TRABAJOJornada laboral de lunes a domingo con descanso rolado entre semanaTurno Matutino de 9:00  15:00 o  Vespertino 15:00  21:00 hrs.ACTIVIDADES:- Realizar llamadas de salida - 100% labor de venta", No, entre 19 y 39 anos, Educacion media superior -Bachillerato General,Grupo Nach,13 febrero,,Contrato por tiempo indeterminado,,Ciudad de México DF,Chofer de mantenimiento en parabuses,RRHH / Personal,,,201-500 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-call-center-vespertino--bachillerato-concluido--en-iztapalapa-89EA9802DEA8060561373E686DCF3405
33,33,33.0,,, No,,2/17/2020,,"Grupo con mas de 30 marcas como Guess, Tommy Hilfiger, Calvin Klein, Nike, Victorias Secret, entre otras, solicita:PROMOTOR DE VENTAS EN TIENDA DEPARTAMENTALEXPERIENCIA NO NECESARIATienda disponible: Gran Plaza, ZapopanRealizaras atencion al cliente y acomodo de mercancia, Requisitos:18 a 30 anosGusto por la moda y atencion a clientes, excelente presentacion.Experiencia no necesaria.Horario martes a domingo de 11 am a 7 pm (horario fijo).OfrecemosSueldo baseExcelentes bonos por ventasPrestaciones de ley desde el primer diaPrestaciones superiores  Vales de despensa, fondo de ahorro, 30 dias de aguinaldo.Interesados postularse por este medio o enviar curriculum al correo en esta publicacion, indicando zona de trabajo aqui publicada.*Todos nuestros servicios son gratuitos.", No, entre 18 y 30 anos, Educacion media superior -Bachillerato General,Multicont,12 febrero,,Contrato por tiempo indeterminado,,Jalisco,Chofer Instalador,RRHH / Personal,"$ 8.000,00 (Mensual)",,201-500 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-promotor-de-ropa-guess-gran-plaza-zapopan-en-zapopan-175AD0C151D57BA161373E686DCF3405
34,34,34.0,,, No,,2/17/2020,,"Trabaja dentro del broker mas importante a nivel internacional!! Actualmente se encuentra en el puesto #3 dentro de las mejores empresas para trabajar en E.U.A.Retencion o fidelizacion de segurosOfrecemos:Trabaja solo 6 horas de LUNES A VIERNESMatutino: 8-2          Vespertino: 2-8Sueldo competitivo Prestaciones de ley (cotizando 100%)Seguro de vidaDescuentos con diversos establecimientos Zona de trabajo: ""Torre Mayor"" (a 5 minutos de metro Chapultepec)Requisitos:Certificado de preparatoriaExperiencia en call center y retencionDisponibilidad inmediataTe interesa?Manda whatsapp a 5527976637 o postulate por este medio.Somos un broker de seguros con mas de 55 anos en Mexico y 148 en el mercado internacional.", No,, Educacion media superior -Bachillerato General,Adecco,"Hoy, 09:28 a. m.",,Contrato para obra o tiempo determinado,,Ciudad de México DF,Ejecutivo de ventas ATT - Plaza Herradura en Guadalupe,RRHH / Personal,"$ 6.500,00 (Mensual)",,"501-1,000 trabajadores",Medio tiempo,/ofertas-de-trabajo/oferta-de-trabajo-de-retencion-call-center-lunes-a-viernes-6500-medio-tiempo-en-cuauhtemoc-42CC339C0981AEC161373E686DCF3405
35,35,35.0,,, No,,2/17/2020,,"Promotor de TELCEL Actividades: Promotor de Portabilidades (No ventas, cambio de compania telcel) 100% Campo, cambaceo Requisitos: Experiencia NO necesaria 18 anos en adelante, -Secundaria Disponibilidad de tiempo Ofrecemos:-Horario de Lunes a Sabado 10:00 a 6:00 pm Ingreso semanal desde a $1600 Bono de $2000 mensuales-Prestaciones de Ley desde el primer dia-Crecimiento a corto plazo -Capacitacion pagada Informes por whatts app al 5548101916", No, A partir de 18 anos, Educacion secundaria,CONSULTORIA IDEAL,12 febrero,,Contrato por tiempo indeterminado,,Estado de México,Ejecutivo de Ventas ATT - Centro Cuauhtémoc Monterrey,RRHH / Personal,,,"Más de 1,000 trabajadores",Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-promotor-telcel-chalco-en-chalco-C91ADF2CE61F305B61373E686DCF3405
36,36,36.0,,, No,,2/17/2020,,"MPORTANTE EMPRESA DE TELECOMUNICACIONES SOLICITA CAJERO Escolaridad Bachillerato 4 semestre Sexo indistinto Experiencia 6 meses en atencion a clientes , ventas face to face , ventas call center , vendedor de piso Conocimiento en tecnologia Actividades Atencion al cliente Cobro Arqueo de caja DevolucionesOfrecemos Sueldo base de 6000 Bonos Prestaciones de ley desde el primer dia Capacitacion continua Crecimiento PRESTACIONES SUPERIORES SGMM SGV Vacaciones 10 diasPV 65%VD 10%SEGURO DENTAL  HORARIO 8 horas diarias  con una hora de comida de Lunes a Domingo  Interesados postulate por este medio o Mensaje 5523242867 Lic.Giovana BlancaAviso de Privacidad Para ATENTO SERVICIOS, S.A. DE C.V. (en lo sucesivo ATENTO) la informacion de sus empleados y/o candidatos presentes o futuros, representa uno de los elementos mas relevantes para su operacion, por lo que es tratada de manera confidencial y protegida con diversos procesos de administracion interna tendientes a mantener la seguridad de la misma, en terminos de lo establecido por la Ley Federal de Proteccion de Datos Personales en Posesion de los Particulares publicada en el Diario Oficial de la Federacion el dia 05 de julio de 2010 (en lo sucesivo Ley). ATENTO se reserva el derecho de cambiar este Aviso de Privacidad en cualquier momento, poniendo a tu disposicion tales modificaciones a traves de cualquiera de los siguientes medios: (i) anuncios visibles en nuestros establecimientos, (ii) oficina de Administracion de Per", No,, Educacion media superior -Bachillerato General,Atento Servicios SA de CV,14 febrero,,Contrato por tiempo indeterminado,,Baja California,Chofer multifuncional,RRHH / Personal,"$ 12.000,00 (Mensual)",,"Más de 1,000 trabajadores",Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivoa-atencion-al-cliente-cac-sendero-tijuana--en-tijuana-273515B12ECDCDFF61373E686DCF3405
37,37,37.0,,1.0, No,,2/17/2020,,"Empresa Lider en manufactura solicita Chofer Lugar de Trabajo:Iztapalapa (ermita, uam) alarioDe $6,500 mas $1,500 bono fijo mas viajes Tipo de puesto:Tiempo CompletoArea:DistribucionObjetivo:Entregar los productos enviados por ruta en tiempo y forma dandole prioridad a las urgencias para cumplir con la satisfaccion del cliente.Priorizar entregas de pedidos a clientesEntregar producto a clientesAsegurar el mantenimiento de la unidadCompetencias:1. Licencia Federal2. Adaptabilidad3. Enfoque a resultados4. Atencion al cliente5. Planificacion y organizacion6. Resolucion de conflictos7. Optimizacion del tiempo", Si, entre 23 y 38 anos, Educacion media superior -Bachillerato General,"Ruped Internacional y Asociados, S.C.",15 febrero,,Contrato por tiempo indeterminado, A ,Ciudad de México DF,Bodeguero / Almacenista - Tienda de Ropa,Fabricación,"$ 7.500,00 (Mensual)",,1-10 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-chofer-iztapalapa-manufactura-en-iztapalapa-67DDD22816823C3A61373E686DCF3405
38,38,38.0,,, No,,2/17/2020,,"Institucion Financiera busca talento para laborar como  Ejecutivo bancario de ventasRequisitos:* Bachillerato trunco o concluido* Experiencia de 4 a 6 meses en el area en ventas y/o Portabilidad* Gusto y facilidad por las ventasSe ofrece:* Sueldo base: $4,914 brutos mensuales + Incremento salarial al 6to mes* Bono comercial promedio $8,000 brutos a $12,000 brutos ()* Capacitacion 100% pagada* Prestaciones de Ley + Seguro de VidaADICIONAL: Estacionamiento Gratuito + Subsidio de comedor + Area de Snacks + Sala de LactanciaHORARIO: lunes a sabado turno Vespertino 3:00pm a 9:00pm - Medio tiempo - 6hrs diarias - Descanso en domingoFuncionesRecibe llamadas de los clientes que presentaron robo o extravio de su tarjeta de credito, se brinda la atencion al realizar la cancelacion correspondiente y se efectua la venta de uno o mas segurosZona laboral en Av. 5 de febrero, Zona Industrial Benito Juarez Queretaro Envia CV: ccamacho /a rro ba/ laborika /pun to/ com /pun to/ mxTel: 4744 8050 Ext: 4008  En atencion con: Lic. Citlali Camacho", No, A partir de 20 anos, Educacion media superior -Bachillerato General,Laborika,12 febrero,,Contrato por tiempo indeterminado,,Querétaro,Vendedor en tienda de Autoservicio - Sucursal Ofix Aguascalientes,RRHH / Personal,,,51-200 trabajadores,Medio tiempo,/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-bancario-de-ventas-en-queretaro-F77F294E5FDEFBE361373E686DCF3405
39,39,39.0,,, No,,2/17/2020,,Importante AGENCIA AUTOMOTRIZ solicita para su Contact Center:Cobranza Preventiva para AGENCIA DE AUTOSREQUISITOS:Edad: 18 anos en AdelanteEscolaridad: Bachillerato ConcluidoSIN EXPERIENCIA OFRECEMOS:Sueldo BaseBono de ProductividadBono VespertinoApoyo de TransportePrestaciones de Ley y SuperioresCapacitacion PagadaTarjeta de DescuentosConvenio con UniversidadesCrecimiento a Corto PlazoCONTRATACION INMEDIATA!! SI TE INTERESA LA VACANTE Y QUIERES AGENDAR UNA ENTREVISTA.COMUNICATEPregunta por el Lic. Juan Carlos SanabriaWhatsApp. 55 82 86 07 57, No, entre 18 y 50 anos, Educacion media superior -Bachillerato General,Teleperformance,"Ayer, 11:45 p. m.",,Contrato por tiempo indeterminado,,Ciudad de México DF,Ejecutivo Ventas por Teléfono  - Sucursal Ofix Naucalpan,Servicios Profesionales,,,"Más de 1,000 trabajadores",Medio tiempo,/ofertas-de-trabajo/oferta-de-trabajo-de-cobranza-preventiva-para-agencia-de-autos-medio-tiempo-vespertino-en-benito-juarez-F23B5475B168F8A261373E686DCF3405
40,40,40.0,,3.0, No,,2/17/2020,,"Send Mensajeria empresa 100% mexicana y lider en logistica busca "" chofer de reparto para 1 1/2"".""Buscamos colaboradores con talento, te estamos buscando"".Requisitos.-Licencia federal tipo B o C. -Experiencia de 3 anos como chofer foraneo o repartidor es indispensable comprobarlos con cartas laborales-Experiencia en manejo de camionetas de 3 , 4  y Nissan (Tonelada y media).-Conocimiento de la Ciudad y area Metropolitana.-Atencion y contacto con clientes-Disponibilidad de para servicio local, foraneo y maniobra.Ofrecemos:-Sueldo base mas comisiones.-Pago semanal.-Capacitacion constante.-Prestaciones de ley y superiores.-Estabilidad laboral.-Actividades recreativas-deportivas.-Plan de trayectoria y carrera.Actividades a realizar.-Entregar de forma oportuna, cuidadosa y eficiente los envios a centros comerciales, centros de distribucion y despidiendose de acuerdo al protocolo de servicio.Realizar carga y descarga de productos.-Acomodo de mercancia.-Surtido de material.Si estas interesado en la vacante comunicate con nosotros y ven a una entrevista.", Si, entre 24 y 38 anos, Educacion secundaria,Send Mensajeria,15 febrero,,Contrato por tiempo indeterminado," C ,B ",Ciudad de México DF,Ejecutivo de ventas ATT - Plaza Citadel Apertura,Transporte,"$ 5.200,00 (Mensual)",,1-10 trabajadores,Tiempo Completo,/ofertas-de-trabajo/oferta-de-trabajo-de-chofer-de-reparto-para-1-12--en-iztacalco-48290603B7494B6361373E686DCF3405
